time,Open,High,Low,Close,Volume
2024-03-20 00:00:00+03:30,3933888999.0,3971000088.0,3830000000.0,3917999991.0,9.38780065
2024-03-20 06:00:00+03:30,3914999999.0,3950000000.0,3780000000.0,3928699599.0,12.2244956
2024-03-20 12:00:00+03:30,3928699499.0,3988888888.0,3884695945.0,3977000009.0,10.1593875
2024-03-20 18:00:00+03:30,3977000009.0,4090000000.0,3868775600.0,4090000000.0,16.14111899
2024-03-21 00:00:00+03:30,4090000000.0,4155294225.0,4050000000.0,4115000106.0,18.94979337
2024-03-21 06:00:00+03:30,4128999798.0,4140344995.0,4002031713.0,4132000000.0,10.53477679
2024-03-21 12:00:00+03:30,4131997000.0,4155294224.0,4090000008.0,4145449000.0,7.992981
2024-03-21 18:00:00+03:30,4149900000.0,4149900000.0,4010000000.0,4079666666.0,11.52967417
2024-03-22 00:00:00+03:30,4075586999.0,4095000000.0,4030000000.0,4056505815.0,3.99831041
2024-03-22 06:00:00+03:30,4090399995.0,4125000000.0,4056999035.0,4097300000.0,3.68448775
2024-03-22 12:00:00+03:30,4097300000.0,4104300000.0,3914358141.0,3937300000.0,18.71169373
2024-03-22 18:00:00+03:30,3937299999.0,4038879900.0,3915000000.0,3975001001.0,12.98877285
2024-03-23 00:00:00+03:30,3975001002.0,4009000000.0,3914000000.0,3993401613.0,9.43910683
2024-03-23 06:00:00+03:30,3993002169.0,4037650600.0,3950000000.0,3999996999.0,5.64163861
2024-03-23 12:00:00+03:30,3999996999.0,4025000000.0,3969999700.0,4017000000.0,5.23708978
2024-03-23 18:00:00+03:30,4013000000.0,4050426900.0,3985000001.0,3992013000.0,9.98971441
2024-03-24 00:00:00+03:30,3992013000.0,4009500000.0,3965000115.0,3980005000.0,2.99118458
2024-03-24 06:00:00+03:30,3980005000.0,3998993210.0,3940000000.0,3985002100.0,5.29553084
2024-03-24 12:00:00+03:30,3989998700.0,4042222222.0,3976080227.0,4040010106.0,9.0554847
2024-03-24 18:00:00+03:30,4040010106.0,4082611000.0,3980000000.0,4080017000.0,10.3680711
2024-03-25 00:00:00+03:30,4082600000.0,4132007008.0,4051380000.0,4087382594.0,11.89521634
2024-03-25 06:00:00+03:30,4087382594.0,4145000000.0,4071499817.0,4117000000.0,7.14870279
2024-03-25 12:00:00+03:30,4117000000.0,4250000000.0,4080693070.0,4240001001.0,13.76235613
2024-03-25 18:00:00+03:30,4244999980.0,4333789333.0,4194394177.0,4330000000.0,28.13843006
2024-03-26 00:00:00+03:30,4328000000.0,4330000000.0,4203000000.0,4278750226.0,10.1189217
2024-03-26 06:00:00+03:30,4278750226.0,4370000800.0,4260000000.0,4326010000.0,15.37772602
2024-03-26 12:00:00+03:30,4326010000.0,4368000000.0,4255000000.0,4255000000.0,12.07438757
2024-03-26 18:00:00+03:30,4256200999.0,4320000000.0,4238766543.0,4270000000.0,10.84614784
2024-03-27 00:00:00+03:30,4263907001.0,4325000000.0,4263907001.0,4307215350.0,3.21519649
2024-03-27 06:00:00+03:30,4312877777.0,4328800000.0,4260000000.0,4290000000.0,4.79194737
2024-03-27 12:00:00+03:30,4299900000.0,4370000000.0,4267500000.0,4303000000.0,11.83602351
2024-03-27 18:00:00+03:30,4308800000.0,4332000000.0,4240766543.0,4272899999.0,10.11222835
2024-03-28 00:00:00+03:30,4272999511.0,4310000000.0,4258000000.0,4280000114.0,3.56983812
2024-03-28 06:00:00+03:30,4280000115.0,4350000000.0,4270000000.0,4349997000.0,7.44237447
2024-03-28 12:00:00+03:30,4349997000.0,4360000000.0,4306415281.0,4352899900.0,11.12306521
2024-03-28 18:00:00+03:30,4352899900.0,4365000100.0,4320000000.0,4352350000.0,8.45908423
2024-03-29 00:00:00+03:30,4352350500.0,4355500000.0,4325000000.0,4349000000.0,4.04222354
2024-03-29 06:00:00+03:30,4349000000.0,4350000000.0,4310000000.0,4313101000.0,3.26593798
2024-03-29 12:00:00+03:30,4319100999.0,4350000000.0,4303200000.0,4333344445.0,5.24390927
2024-03-29 18:00:00+03:30,4333350000.0,4344992399.0,4280000987.0,4308000200.0,8.31359784
2024-03-30 00:00:00+03:30,4311999000.0,4344799000.0,4305000000.0,4333998300.0,3.24083741
2024-03-30 06:00:00+03:30,4339984000.0,4350000000.0,4324700007.0,4330000003.0,4.14997687
2024-03-30 12:00:00+03:30,4330000003.0,4339989000.0,4324799300.0,4332000000.0,3.32601453
2024-03-30 18:00:00+03:30,4332000000.0,4335000000.0,4314695000.0,4320000000.0,3.0635505
2024-03-31 00:00:00+03:30,4320000000.0,4340000000.0,4311000000.0,4340000000.0,2.81855035
2024-03-31 06:00:00+03:30,4331000001.0,4349999999.0,4318000000.0,4334516000.0,3.10036269
2024-03-31 12:00:00+03:30,4334516000.0,4365000000.0,4323800000.0,4363777777.0,5.85312007
2024-03-31 18:00:00+03:30,4363777777.0,4400000000.0,4334509000.0,4373244203.0,8.63312594
2024-04-01 00:00:00+03:30,4378250013.0,4399900000.0,4370002000.0,4371000001.0,3.88669848
2024-04-01 06:00:00+03:30,4371000001.0,4379000100.0,4323000000.0,4328000000.0,7.65143829
2024-04-01 12:00:00+03:30,4324000001.0,4363800000.0,4316830000.0,4338001000.0,5.8195619
2024-04-01 18:00:00+03:30,4338800000.0,4380000000.0,4281000000.0,4365047002.0,14.27425685
2024-04-02 00:00:00+03:30,4365080003.0,4390000000.0,4330000000.0,4330000000.0,5.10771565
2024-04-02 06:00:00+03:30,4328014002.0,4350000000.0,4218005000.0,4236000000.0,17.27841164
2024-04-02 12:00:00+03:30,4236000000.0,4276000000.0,4090000000.0,4180001002.0,22.40883482
2024-04-02 18:00:00+03:30,4180001001.0,4229999000.0,4133815106.0,4213000000.0,10.95538175
2024-04-03 00:00:00+03:30,4213000000.0,4226992999.0,4145000000.0,4190000001.0,3.55770892
2024-04-03 06:00:00+03:30,4190000002.0,4250000000.0,4180000000.0,4196921999.0,4.64380675
2024-04-03 12:00:00+03:30,4196918999.0,4270000000.0,4196914999.0,4261999990.0,8.78478977
2024-04-03 18:00:00+03:30,4261999990.0,4261999999.0,4202300000.0,4221131440.0,5.17261521
2024-04-04 00:00:00+03:30,4229999999.0,4261999890.0,4208000000.0,4230000000.0,4.12953875
2024-04-04 06:00:00+03:30,4225000000.0,4338476861.0,4207011000.0,4275000000.0,10.71027146
2024-04-04 12:00:00+03:30,4276000000.0,4350000000.0,4253000001.0,4346000000.0,10.70329533
2024-04-04 18:00:00+03:30,4346000000.0,4410000000.0,4312000000.0,4335990000.0,20.36649404
2024-04-05 00:00:00+03:30,4345947799.0,4405000000.0,4325205004.0,4377469969.0,5.83674477
2024-04-05 06:00:00+03:30,4380999899.0,4395000000.0,4301900004.0,4392433211.0,6.84694659
2024-04-05 12:00:00+03:30,4392772349.0,4392772349.0,4301222222.0,4380000000.0,9.30576358
2024-04-05 18:00:00+03:30,4379562000.0,4421000000.0,4350000000.0,4360000100.0,9.35373502
2024-04-06 00:00:00+03:30,4360000001.0,4388653557.0,4358004002.0,4377367297.0,1.98753571
2024-04-06 06:00:00+03:30,4363799999.0,4389997999.0,4363799999.0,4387790760.0,3.72754082
2024-04-06 12:00:00+03:30,4381582491.0,4396000000.0,4372000000.0,4378600100.0,4.67664485
2024-04-06 18:00:00+03:30,4378607607.0,4410000000.0,4377607607.0,4400999999.0,6.7792355
2024-04-07 00:00:00+03:30,4400000000.0,4450000000.0,4400000000.0,4448999890.0,6.63331203
2024-04-07 06:00:00+03:30,4448999899.0,4464478687.0,4400000009.0,4464478687.0,8.26670331
2024-04-07 12:00:00+03:30,4464479687.0,4500000000.0,4415000005.0,4419098500.0,13.31080385
2024-04-07 18:00:00+03:30,4418100000.0,4498999999.0,4385000000.0,4406995000.0,10.79247986
2024-04-08 00:00:00+03:30,4407636000.0,4439000000.0,4405000000.0,4405002002.0,2.82378813
2024-04-08 06:00:00+03:30,4406000000.0,4497000000.0,4405002002.0,4493500000.0,10.13212288
2024-04-08 12:00:00+03:30,4496999999.0,4544444444.0,4475003000.0,4482006001.0,20.91926378
2024-04-08 18:00:00+03:30,4482009001.0,4514000000.0,4467778777.0,4503899999.0,7.70355245
2024-04-09 00:00:00+03:30,4498999999.0,4520000000.0,4481000000.0,4509037013.0,4.08904801
2024-04-09 06:00:00+03:30,4510000000.0,4515000000.0,4429000000.0,4465952390.0,7.63124762
2024-04-09 12:00:00+03:30,4452000305.0,4518099000.0,4436504500.0,4488000000.0,7.37581355
